org name,brooklyn,bronx,manhattan,queens,statenisland,brooklyn neighborhoods,bronx neighborhoods,manhattan neighborhoods,queens neighborhoods,staten island neighborhoods,accepting - open,accepting - limited,accepting - closed,target population,grades served,services offered,response id,orgphone,addressone,addresstwo,city,state,zip,program description
"Union Settlement Association, Inc.",FALSE,FALSE,TRUE,FALSE,FALSE,,,",East Harlem,",,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,Students with IEP or other learning challenges,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",Middle school (6-8),High School (9-12),","College Readiness,College Retention,Career Preparation,",41795914,212-828-6136,237 East 104th Street,,New York,NY,10029,We serve low income first generation college bound students that reside in the East Harlem community and surrounding community.   College access and preparatory services.
New Yorkers For Children,TRUE,TRUE,TRUE,FALSE,FALSE,",East New York,Fort Greene/Brooklyn Heights,Williamsburg/Greenpoint","Bedford Park,Morrisania,Unionport/Soundview,",",Chelsea/Clinton,East Harlem,",,,FALSE,TRUE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,",",College,",",College Retention,Career Preparation,",40997850,646-257-2936,450 7th Ave., Suite 403,New York,NY,10123,"We serve college students at participating CUNY colleges by providing wraparound services that include financial stipends (not counted toward financial aid), tuition assistance for summer and winter session courses, monthly meetings with a dedicated advisor, and financial assistance for books."
Mosholu Montefiore Community Center,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,Students with IEP or other learning challenges,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Retention,Career Preparation,",41013492,718-652-0470,3450 Dekalb Avenue,,Bronx,NY,10467,"We serve anyone who needs help with the college process, but predominately high school juniors and seniors.  We serve students from the Bronx and Manhattan.  We provide individual college counseling, workshops, SAT prep, college trips and track students through to degree attainment."
John Jay College,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,TRUE,FALSE,"Academic Performance,Racial or ethnic minorities,",",High School (9-12),","College Readiness,Career Preparation,",45253560,212-237-8890,524 W.59th Street,,New York,NY,10019,"We serve 7-12th grade students, both public school and private with Saturday academic classes,test prep,college readiness as well as forensic science labs during our summer session in July."
Groundwork for Success,TRUE,FALSE,FALSE,FALSE,FALSE,",Brownsville ,East New York,",,,,,TRUE,FALSE,FALSE,"Academic Performance,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,Career Preparation,",41392040,718-483-9057,692 Blake Avenue,,Brooklyn,NY ,11207,"We provide multiple college readiness and leadership services in an after-school setting, including tutoring and academic support, intensive coaching and counseling, enrichment including arts, recreation and trips, college and career advisement and exposure including college fair trips and college tours in and out of state. Leadership program provides training and participation in youth-led projects. Groups are central to creating positive culture of excellence and connection. "
Per Scholas,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,FALSE,FALSE,",Disconnected youth/Out of school youth,High school equivalency,Poverty guidelines/socioeconomic status,Justice involved youth,First generation college students,Racial or ethnic minorities,",",College,",",Career Preparation,",42487967,718-991-8400,804 E 138th Street,2nd Floor,Bronx,NY,10454,"We offer free, comprehensive, IT Technician training, certification, and job placement to any resident living within the 5 Boroughs of NYC.  "
uAspire,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,FALSE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,",43550729,802-735-5841,31 Milk Street ,Suite 900,Boston,MA,02109,"We hyper focus on college affordability in all programming. We serve primarily low income, first generation students and families in-person at our direct service sites (MA and CA). We virtually advise thousands of students across the country through a text message platform. We train frontline practioners on issues of affrodability in CBOs, CMOs, and large districts on a national scale."
WHEDco,FALSE,TRUE,TRUE,FALSE,FALSE,,",Concourse/Highbridge,",,,,FALSE,TRUE,FALSE,,",High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",45458970,646-683-9813,50 East 168th Street,1240 Gerard Avenue,Bronx,NY,10452,"We have a structured program where each student is to attend tutoring for 1 hour Monday through Thursday. In the hour of tutoring our college advisor helps students with their college applications as well as SAT prep. On Mondays and Wednesday each student has access to 1 hour of recreation. On Tuesdays and Thursdays WE have workshops and presentations from different organizations on different topics (i.e. Fire safety, Cpr, the fundamentals of savings, etc.). On Fridays we take the students out on trips.  "
Turning Point Brooklyn,TRUE,FALSE,FALSE,FALSE,FALSE,",Sunset Park,",,,,,FALSE,FALSE,FALSE,",English language learners,Disconnected youth/Out of school youth,Students with IEP or other learning challenges,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",,"College Readiness,College Retention,Career Preparation,",41285333,718-640-1574,423 39th St.,,Brooklyn,NY,11232,"Turning Point Brooklyn's Education Center is a free, community-based adult literacy program that helps student meet their educational and life goals. We offer English (ESOL), Adult Basic Education (ABE), and High School Equivalency (HSE) classes, supportive counseling and case management, career readiness, and college access counseling & academic preparation."
Single Stop,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,",,",Technical assistance to community based organizations,A network for convening CBOs or programs that work on similar issues or work with overlapping sets of students,Professional development for college access and success staff,Research connected to this field for practitioner use,Advocacy on behalf of the sector or segments of it,Online resources for students and/or staff",43887767,646-845-4334,123 William Street,Suite 901,New York,NY,10038,"Through a quick screening tool, students and their families learn their preliminary eligibility for public benefits, tax credits and community resources. Open to all New Yorkers, Single Stop offices in all 5 boroughs provide benefits counseling, legal assistance, financial counseling, tax preparation and social services."
"United Activities Unlimited, Inc.",FALSE,FALSE,FALSE,FALSE,TRUE,,,,,"South Beach,St. George,",TRUE,TRUE,FALSE,"Academic Performance,English language learners,Disconnected youth/Out of school youth,Students with IEP or other learning challenges,High school equivalency,Poverty guidelines/socioeconomic status,Justice involved youth,Racial or ethnic minorities,Gender",",High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",41002077,718-309-1589,221 Broadway,,Staten Island ,NY,10310,"This program serves young adults looking to obtain their HSE. The target population is 16-24 years of age. We offer mathematical, reading/literacy, Service learning instruction as well as social support. "
"CAMBA, Inc.",TRUE,FALSE,FALSE,FALSE,FALSE,",East Flatbush,Flatbush/Midwood,",,,,,TRUE,FALSE,FALSE,"Academic Performance,Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,Racial or ethnic minorities,",",High School (9-12),","College Readiness,",45311724,718-287-2600,1720 Church Avenue,2nd floor,Brooklyn,NY,11226,"This program serves low-income students and parents from the general Flatbush community, starting in 9th grade through high school graduation helping to prepare them for college. The program features proven strategies for success including academic tutoring, college visits, financial aid guidance, paid internships, parent mentors, and community service projects. "
International Rescue Committee,TRUE,TRUE,TRUE,TRUE,TRUE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint","Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",",Central Harlem,East Harlem,Lower East Side,Manhattanville,Washington Heights","Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",",St. George,",FALSE,TRUE,FALSE,",English language learners,","Elementary school (K-5),Middle school (6-8),High School (9-12),","College Readiness,College Matriculation,Career Preparation,",43628128,212-377-4740,263 WEST 38TH STREET,6TH FLOOR,New York,NY,10018,"The program serves refugee, aslyee, and other immigrant youth affected by crisis, proving a comprehensive and coordinated set of services, including a 6 week summer school orientation and preparation academy, individualized academic coaching and parent empowerment, out of school time academic and social emotional support, college and career readiness activities and guidance, and leadership development."
Kingsbridge Heights Community Center,FALSE,TRUE,FALSE,FALSE,FALSE,,",Riverdale,",,,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,Disconnected youth/Out of school youth,Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,Gender",",Middle school (6-8),High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",44297776,718-884-0700 x198,3101 Kingsbridge Terrace,,Bronx,NY,10463,"The KHCC Teen Center serves youth ages 11 to 21 years in grades 6-12, and often into young adulthood and college. During the previous program year, the Teen Center enrolled 257 youth, 49% female and 51% male. There were 54 middle school students (21%) ranging in age from 11-14, 191 high school students (74%) ranging in age from 14-21, and 12 youth participants who were 19-21 years old (5%), and either out of school, recently graduated, or attending college. Eighty-three percent of our active youth (213 participants) reported as eligible for free or reduced price lunch at school. The vast majority of program participants are living below 125% of the poverty level where low-wage jobs support the household. A significant proportion of our participants grow up in Bronx homes with multiple families living together in compromised housing situations. School failure, violence, substance abuse, gang involvement, and self-destructive behaviors are common experiences among neighborhood youth. Some participants are special needs youth who exhibit behavioral disorders and learning disabilities. Many youth are linked to neglectful family environments and interact with the justice and/or social service systems."
"Settlement Housing Fund, Inc./ DREAMS YouthBuild",TRUE,FALSE,FALSE,FALSE,FALSE,",Bedford Stuyvesant ,Brownsville ,Bushwick ,Crown Heights North,Crown Heights South,East New York,",,,,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,High school equivalency,Poverty guidelines/socioeconomic status,Justice involved youth,First generation college students,",,"College Readiness,Career Preparation,",45314200,718-455-4308,1615 St. John's Place ,lower level  ,Brooklyn,NY,11213,"The DREAMS Youth Build & Young Adult Training Program is a Brooklyn based, comprehensive HSE and Construction training opportunity for youth age 17 1/2- 24 years old. "
Queens Community House,FALSE,FALSE,FALSE,TRUE,FALSE,,,,"Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",,TRUE,TRUE,FALSE,",English language learners,Disconnected youth/Out of school youth,First generation college students,Gender",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,",43617060,718-592-5757,108-25 62nd Drive,,Forest Hills,NY,11375,The College Access and Success Program (CASP) provide college access and readiness with retention supports to young adults (17-24) who decide to transition to higher education. Our goal is to connect students to resources that will empower them as advocates of higher education while obtaining an associate\'s degree.
Stanley Isaacs Neigborhood Center,TRUE,TRUE,TRUE,TRUE,FALSE,,,",East Harlem,",,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,Students with IEP or other learning challenges,High school equivalency,Justice involved youth,Racial or ethnic minorities,",,"College Readiness,Career Preparation,",40485933,212-360-7620,1792 First Avenue,,New York,NY,10128,"The Center keenly focuses on meeting the needs of the surrounding community. As a non-profit, multi-service organization focusing primarily on the needs of children and low-income families as well as out-of-school and out-of-work youth,"
Harlem Center for Education,FALSE,TRUE,TRUE,FALSE,FALSE,,",Concourse/Highbridge,University Heights,",",Central Harlem,East Harlem,Washington Heights",,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",Middle school (6-8),High School (9-12),","College Readiness,Career Preparation,",41148897,212-348-9200,1 East 104th Street,Suite 303,New York,NY,10029,"Serve low-income, first generation middle and high school students from the Harlems, Bronx, Washington Heights and other parts of New York by providing a host of free educational services and guidance."
College Access: Research & Action ,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,",First generation college students,",,",Professional development for college access and success staff,Training or awareness for students,Research connected to this field for practitioner use,Advocacy on behalf of the sector or segments of it,Online resources for students and/or staff",41433996,212-817-8702,365 Fifth Avenue,,New York,NY,10016,"Right to College works with schools and organizations to integrate Youth Leadership into their college access programming and

positions young people to engage their peers in the post-secondary planning process. Through comprehensive training and

support provided by CARA, Youth Leaders develop a range of skills and content knowledge that they use as a platform to make college access possible for a wider circle of students. Youth Leaders facilitate workshops; plan events; support other students in their search, application, and ?financial aid process; and work to promote an overall college-going culture within their institutions."
REACH Prep,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,TRUE,FALSE,"Academic Performance,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,","Elementary school (K-5),Middle school (6-8),High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",45308345,203-487-0750,One Dock Street,Suite 100,Stamford,CT,06902,"REACH Prep helps motivated and talented Black and Latino students from underserved communities in Fairfield and Westchester Counties and the Bronx gain admission to and thrive in rigorous independent schools.  Upon placement, students benefit from a twelve-year educational continuum, including comprehensive academic enrichment, leadership training and supplementary individual and family guidance, which prepares them to succeed at competitive colleges."
SUNY Bronx Educational Opportunity Center,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,TRUE,FALSE,"Academic Performance,English language learners,Disconnected youth/Out of school youth,High school equivalency,Poverty guidelines/socioeconomic status,Justice involved youth,First generation college students,",",High School (9-12),","College Readiness,Career Preparation,",44490772,718-530-7008,1666 Bathgate Avenue,,Bronx,NY,10457,"Provides guidance and information to students and the surrounding community on topics including college admissions, financial aid, scholarships, placement exams and transitional information.  The center has an state of the art technology, and a comfortable environment conducive to learning.  Available information includes:



College catalogs, admissions applications, financial aid information, and college brochures.

 

Literature on the College Prep Program curriculum, and upcoming events, college activities, application/registration deadlines, etc.

 



The center\'s computer section is equipped with 10 computers with internet access for research purposes.  The center has a seating area and a study/conference area to be used by walk-in community members and students alike."
SUNY Brooklyn Educational Opportunity Center (EOC),TRUE,FALSE,FALSE,FALSE,FALSE,",Bedford Stuyvesant ,Bensonhurst ,Brownsville ,Bushwick ,Canarsie,Crown Heights North,Crown Heights South,East Flatbush,East New York,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,Poverty guidelines/socioeconomic status,Justice involved youth,First generation college students,Racial or ethnic minorities,Gender",",College,",",Career Preparation,",44194671,718-802-3320,111 Livingston Street,,Brooklyn,NY,11201,"Provides advising services to help

individuals who want to go to college. Our seminars, workshops, independent projects, and one-on-one sessions inform and guide participants about the path to college."
CollegeSpring,TRUE,TRUE,TRUE,FALSE,FALSE,,,",East Harlem,Lower East Side,",,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Retention,",43792174,718-913-6716,55 Exchange Place,Suite 503,New York,NY,10005,"Our programs provide a combination of professional instruction, near-peer mentoring by current undergraduates, and diagnostic SAT testing to help students increase SAT scores and understand the college admissions process. We focus on the SAT because SAT scores play a significant role in where students attend college and whether or not they graduate.

"
Summer Search,TRUE,TRUE,TRUE,TRUE,FALSE,",Bedford Stuyvesant ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,East Flatbush,East New York,Flatbush/Midwood,",",Mott Haven,University Heights,",",East Harlem,Murray Hill/Stuyvesant,",",Elmhurst/Corona,Flushing,Jamaica/St. Albans,",,FALSE,TRUE,FALSE,",High school equivalency,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",45465111,212-248-7401,90 Broad Street ,Suite 701,New York,NY,10004,low income first generation students; mentoring; college access; college success
"Legal Outreach, Inc.",TRUE,TRUE,TRUE,TRUE,FALSE,",Bedford Stuyvesant ,Crown Heights North,East Flatbush,",",East Tremont,Morrisania,",",Central Harlem,East Harlem,Manhattanville,Washington Heights","Astoria,Elmhurst/Corona,Jamaica/St. Albans,",,FALSE,TRUE,FALSE,",First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,College Matriculation,College Retention,",41735611,718-752-0222,36-14 35th Street,,Long Island City,NY,11106,Legal Outreach students from underserved communities throughout New York City through legal and educational programming.
Kaplan Educational Foundation,TRUE,TRUE,TRUE,TRUE,TRUE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint","Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge","Battery Park/Tribeca,Central Harlem,Chelsea/Clinton,East Harlem,Greenwich Village,Lower East Side,Manhattanville,Midtown Business District,Murray Hill/Stuyvesant,Upper East Side,Upper West Side,Washington Heights","Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven","South Beach,St. George,Tottenville",FALSE,TRUE,FALSE,"Academic Performance,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",College,","College Readiness,College Matriculation,College Retention,Career Preparation,",45266513,212-974-2747,750 3rd Ave,Fl 7,New York,NY,10017,"KLP successfully transfers low-income Black, Latino and Native American students of exceptional academic merit from New York City\'s community colleges to top four-year universities throughout the country, while preparing them to succeed academically and assume leadership roles in their professions and communities. Our Kaplan Scholars receive a comprehensive array of financial and academic support, transfer admissions advising and leadership skills development that last through graduation. Students receive a laptop, living stipend, transportation stipend, Metrocard, textbook stipend and advising through completion of Bachelor's degree."
KIPP NYC,TRUE,TRUE,TRUE,TRUE,FALSE,",Crown Heights North,Crown Heights South,",",Mott Haven,",",Central Harlem,Washington Heights",,,TRUE,FALSE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,High school equivalency,Justice involved youth,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",41005932,917-885-1531,470 7th Avenue ,10th floor,New York,NY,10018,KIPP Through College serves students who have graduated from KIPP middle schools and KIPP NYC College Prep in NYC.
PowerPlay NYC,TRUE,TRUE,TRUE,TRUE,TRUE,",Bedford Stuyvesant ,Bushwick ,Canarsie,Crown Heights North,East Flatbush,","Bedford Park,East Tremont,Hunts Point,Mott Haven,Riverdale,Throgs Neck,",",Chelsea/Clinton,Lower East Side,Washington Heights","Astoria,Elmhurst/Corona,Flushing,Jamaica/St. Albans,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,","South Beach,",FALSE,TRUE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,Gender","Elementary school (K-5),Middle school (6-8),High School (9-12),","College Readiness,College Matriculation,Career Preparation,",41413395,917-344-6676,42 Broadway,20th Floor,New York,NY,10004,"In addition to its afterschool programs, PowerPlay NYC provides an intensive summer leadership academy for 50 high school girls in New York City. The majority of the girls are primarily low-income, first generation college bound students that qualify for free and reduced lunch.  We provide them with college and career readiness, planned parenthood instruction, and exposure to new sports.  They are provided a two week mini-internship and then transition to a Youth Mentor Coach within our afterschool programs. They continue to be a part of our network, as we provide them with monthly college trips and other activities.  "
The Scholars' Academy,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,"Academic Performance,Students with IEP or other learning challenges,High school equivalency,First generation college students,Gender",",High School (9-12),","College Readiness,Career Preparation,",43339981,718-474-6918,320 Beach 104 Street,,Rockaway Park,NY,11694,"I am a guidance counselor at a 6-12 secondary school in the Rockaways'. The Scholars' Academy is a diverse, accelerated, application-based school for students in grades 6-12.  The student body is currently comprised of approximately 1300 academically gifted and ambitious individuals who are dedicated to life-long learning and achievement.  Students are offered AP courses in English, Literature, Physics, Calculus AB & BC, Art History to name a few."
Harlem RBI,FALSE,TRUE,TRUE,FALSE,FALSE,,",Mott Haven,",",East Harlem,",,,FALSE,TRUE,FALSE,,"Elementary school (K-5),Middle school (6-8),High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",44215909,401-919-1430,1991 2nd Avenue,,New York,NY,10029,"Harlem RBI is a sports-based youth development program that provides team-based athletic activities, academic enrichment, social emotional learning, and college advising services for youth in East Harlem and the South Bronx. We offer programs for elementary, middle school, high school, and college-aged youth."
Graduate NYC,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,",Technical assistance to community based organizations,A network for convening CBOs or programs that work on similar issues or work with overlapping sets of students,Professional development for college access and success staff,Training or awareness for students,Research connected to this field for practitioner use,Advocacy on behalf of the sector or segments of it,Online resources for students and/or staff",45440861,718-254-7782,16 Court Street,4th Floor,Brooklyn,NY,11201,"Graduate NYC was founded with the goal of \'doubling the number\' of City University of New York (CUNY) graduates by 2020. Our projects include providing awareness and information on the college application process for students, professional development for high school teachers and college counselors as well as college faculty, in addition to serving as a funder of innovative projects intended to dramatically increase persistence and retention on college campuses throughout NYC."
Grace Outreach ,FALSE,TRUE,FALSE,FALSE,FALSE,,",Mott Haven,",,,,FALSE,FALSE,FALSE,"Academic Performance,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,Gender",",College,","College Readiness,College Matriculation,College Retention,Career Preparation,",39669413,718-328-0580,378 East 151st St,5th Floor,Bronx,NY,10455,"Grace Outreach (GO) operates out of an easily-accessible location in the middle of the Mott Haven section of the South Bronx, has healthy finances, and enjoys active, engaged Board leadership and stewardship.  Our students are primarily low income women of color living in the Bronx. They first join us to acquire their high school equivalency diploma. In 2014-15 the organization served over 375 women across 3 inter-related programs, TASC/HSE (High School Equivalency) Prep, Career Prep, and College Prep. Since its inception GO has enabled over 1,100 women to earn their High School Equivalency diploma, 100+ have enrolled in career and technical training programs,  and over 200 women have finished GO\'s College Prep course and matriculated at CUNY. Putting students on track to enroll in college has been a major focus of Grace Outreach (GO) for 8 years."
East Harlem Tutorial Program,TRUE,TRUE,TRUE,TRUE,FALSE,,,",Central Harlem,East Harlem,Upper East Side,Washington Heights",,,TRUE,FALSE,FALSE,",English language learners,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",,"College Readiness,College Matriculation,College Retention,Career Preparation,",43880846,212-831-0650,2035 2nd Ave.,,New York,NY,10029,"East Harlem Tutorial Program (EHTP) gives kids the opportunities they would have if they were born 20 blocks south. And we\'ve been doing it for more than 55 years. We teach reading, math and science, provide one-to-one tutoring, prepare kids for college, help them get accepted, and build the social skills they\'ll need to succeed."
College Access: Research & Action (CARA),TRUE,TRUE,TRUE,TRUE,FALSE,,",Riverdale,",,,,FALSE,FALSE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",Middle school (6-8),High School (9-12),","College Readiness,Career Preparation,",40084043,212-817-8704,CARA - CUNY Graduate Center - Rm. 6203.04,365 Fifth Avenue,New York,NY,10016,"College Inquiry works with schools and organizations to develop comprehensive, inquiry-driven college access programs. Working with teachers, counselors and administrators, we use organizational structures strategically to embed post-secondary exploration throughout students\' high school years. Through College Inquiry, CARA offers: coaching, curriculum, professional development, college office development."
College Access: Research and Action (CARA),FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,",English language learners,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",,",Technical assistance to community based organizations,A network for convening CBOs or programs that work on similar issues or work with overlapping sets of students,Professional development for college access and success staff,Training or awareness for students,Research connected to this field for practitioner use,Advocacy on behalf of the sector or segments of it,Online resources for students and/or staff",41430909,212-817-1909,365 5th Ave ,Center for Human Environments ,New York,NY,10016,"College Bridge supports first-generation college-bound students during their senior year and in the summer between high school graduation and college matriculation. CARA trains and supports current college students to work as “college coaches” in their alumni high schools, assisting graduating seniors as they navigate the many obstacles that arise during this critical time."
New Settlement Apartments,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,Gender",",High School (9-12),College,",",College Matriculation,College Retention,",40581616,718-294-3870,1563 Walton Avenue,,Bronx,NY,10468,"College Access Services: We provide 1:1 College Advising Services to high school students and young adults. In addition we offer SAT Prep, college visits, and financial aid assistance. in addition we provide campus based college success advising to all of our students who matriculate to college."
BronxWorks,FALSE,TRUE,FALSE,FALSE,FALSE,,",Concourse/Highbridge,East Tremont,Morrisania,Mott Haven,",,,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,High school equivalency,Justice involved youth,First generation college students,",",High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",40426324,718-508-3042,1130 Grand Concourse,,Bronx,NY,10456,"Center for Achieving Future Education College Access Center provides one-to-one college access and success counseling and financial aid services to high school students, young adults, and adults. we service students 9th -1st year of college One-to-One College Advising

Asistance with Applying for Financial Aid College Visits

SAT Prep registration Early College Awareness Programs

College Advising "
College Access: Research & Action (CARA),FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",,",Technical assistance to community based organizations,A network for convening CBOs or programs that work on similar issues or work with overlapping sets of students,Professional development for college access and success staff,Training or awareness for students,Research connected to this field for practitioner use,Advocacy on behalf of the sector or segments of it,Online resources for students and/or staff",41433891,212-817-1893,CUNY Graduate Center,365 Fifth Ave,New York,NY ,10016,"CARA works with schools and organizations to develop comprehensive, inquiry-driven college access programs. Working with teachers, counselors and administrators, we use organizational structures strategically to embed post-secondary exploration throughout students\' high school years."
Good Shepherd Services,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,TRUE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,",43859536,718-788-4800,305 7th Avenue,,New York,NY,10001,Brooklyn Lifelink is a college access and retention program. We serve GSS participants who are have graduated or are on the road to graduation to assist them in applying and enrolling in CUNY. We provide academic and one on one supports to assist students to graduate from CUNY with a 2 year degree. 
